_id,JUDET fără diacritice,Nume fără diacritice,Cine se ocupă?,Nume cu diacritice,"Nume cu diacritice, fără ""consiliul ...""",Tip,Site web,Cerere de ajutor pe site? (link),Pagină de Facebook,Cerere de ajutor pe Facebook? (link),Ceva de menționat?,Au cerut donații?,Adresa,lat,lng
66,Bacau,Spitalul Judetean de Urgenta Bacau Consiliul Judetean Bacau,D.C,Spitalul Județean de Urgență Bacău,Spitalul Județean de Urgență Bacău,județean,http://sjubc.ro/,,https://www.facebook.com/sjubc/,https://www.facebook.com/sjubc/posts/1614623908691806,,TRUE,"Strada Spiru Haret 2-4, Bacău 600114, Romania",46.5562244,26.9106189
79,Bacau,Spitalul Municipal de Urgenta Moinesti Consiliul Local Moinesti,D.C,Spitalul Municipal de Urgență Moinești,Spitalul Municipal de Urgență Moinești,orășenesc,https://www.spitalmoinesti.ro/,nu,nu,nu,,FALSE,"Strada Zorilor 1, Moinești 605400, Romania",46.4764311,26.4882886
84,Bacau,Spitalul Municipal Onesti Consiliul Local Onesti,D.C,Spitalul Municipal Onești,Spitalul Municipal Onești,orășenesc,https://spitalulonesti.ro/,https://spitalulonesti.ro/strangere-de-fonduri-covid-19/,https://www.facebook.com/SpitalulOnesti/,https://www.facebook.com/SpitalulOnesti/photos/a.111696117131962/112634297038144/?type=3&theater,,TRUE,"Strada Perchiului 1, Onești 601048, Romania",46.2536379,26.7649546
156,Bacau,"Penitenciarul Spital Targu Ocna Str. Crizantemelor, nr.9, Tg. Ocna, Bacau",D.C,Penitenciarul Spital Târgu Ocna,Penitenciarul Spital Târgu Ocna,altceva,http://anp.gov.ro/penitenciarul-spital-targu-ocna/,nu,nu,nu,,FALSE,,,
214,Bacau,Spitalul Orasenesc Buhusi Consiliul Local Buhusi,D.C,Spitalul Orășenesc Buhuși,Spitalul Orășenesc Buhuși,orășenesc,http://spitalbuhusi.ro/,nu,https://www.facebook.com/Spitalul-Prof-Dr-Eduard-Apetrei-Buhu%C8%99i-499462367244638/,nu,au donat echipamente unui alt spital: https://www.facebook.com/permalink.php?story_fbid=818622575328614&id=499462367244638&,FALSE,"Strada Văioaga 3, Buhuși 605100, Romania",46.7201681,26.7083146
314,Bacau,Spitalul de Pneumoftiziologie Bacau Consiliul Local Bacau,D.C,Spitalul de Pneumoftiziologie Bacău,Spitalul de Pneumoftiziologie Bacău,specialitate,https://www.pneumoftiziologie-bacau.ro/,https://www.pneumoftiziologie-bacau.ro/anunturi.html,https://www.facebook.com/pneumoftiziologie/?ref=br_rs,nu,,TRUE,"Strada Oituz 72, Bacău 600252, Romania",46.5641567,26.8999674
373,Bacau,Spitalul Orasenesc Ioan Lascar Comanesti Consiliul Local Comanesti,D.C,Spitalul Orășenesc Ioan Lascăr Comănești,Spitalul Orășenesc Ioan Lascăr Comănești,orășenesc,http://www.spitalulcomanesti.ro/,nu,https://www.facebook.com/SpitalulOrasenescIoanLascarComanesti/,nu,,FALSE,"Strada Spitalului, Comănești 605200, Romania",46.41896,26.4485369
15,Bihor,Spitalul Clinic Judetean de Urgenta Oradea Consiliul Local al MunicipiuluiOradea,D.C,Spitalul Clinic Județean de Urgență Oradea,Spitalul Clinic Județean de Urgență Oradea,județean,https://spitaljudetean-oradea.ro/web/,nu,nu,nu,aduna donatii prin intemediul Asociatiei Sprijina Spitalul Oradea http://www.oradea.ro/stiri-oradea/se-pot-face-donatii-pentru-dotarea-suplimentara-a-spitalelor-oradene,FALSE,"Strada Gheorghe Doja 65, Oradea 410169, Romania",47.0641484,21.9542403
17,Bihor,Spitalul Clinic Municipal Oradea Consiliul Local Oradea,D.C,Spitalul Clinic Municipal Oradea,Spitalul Clinic Municipal Oradea,orășenesc,https://www.scmo.ro/,nu,nu,nu,,FALSE,"Strada Gheorghe Doja 65, Oradea 410169, Romania",47.0641484,21.9542403
106,Bihor,Spitalul Clinic de Recuperare Medicala Baile Felix,D.C,Spitalul Clinic de Recuperare Medicală Băile Felix,Spitalul Clinic de Recuperare Medicală Băile Felix,specialitate,http://www.spitalfelix.ro/,nu,nu,nu,,FALSE,"Băile Felix 417500, Romania",46.9907719,21.9830917
162,Bihor,Spitalul de Psihiatrie si pentru Masuri de Siguranta Stei,D.C,Spitalul de Psihiatre și pentru Măsuri de Siguranță Stei,Spitalul de Psihiatre și pentru Măsuri de Siguranță Stei,specialitate,https://www.hpsihiatriestei.ro/index.php/ro/,nu,nu,nu,,FALSE,"Ștei 415600, Romania",46.5473792,22.4655376
186,Bihor,Spitalul Municipal Dr. Pop Mircea Marghita Consiliul Local Marghita,D.C,Spitalul Municipal Dr. Pop Mircea Marghita,Spitalul Municipal Dr. Pop Mircea Marghita,orășenesc,http://www.spitalulmarghita.ro/,nu,https://www.facebook.com/spitalmunicipal.varosikorhaz,https://www.facebook.com/photo.php?fbid=1542774192562707&set=a.111194995720641&type=3&theater,au si o campanie: https://you4edu.ro/campanie/ajuta-spitalul-marghita-sa-reziste/?fbclid=IwAR0F9IW2nqujXwgsgVt7Jeo2NkzwAlwIWmQ1DHL181uUq38zf8nCto6aWuA,TRUE,"Strada Eroilor 14, Marghita 415300, Romania",47.3477524,22.3380415
187,Bihor,Spitalul Municipal Episcop N. Popovici Beius Consiliul Local Beius,D.C,Spitalul Municipal Episcop N. Popovici Beius,Spitalul Municipal Episcop N. Popovici Beius,orășenesc,http://www.spitalulbeius.ro/,nu,nu,nu,,FALSE,"Strada Garofiței 14, Beiuș 415200, Romania",46.6630085,22.3508418
202,Bihor,Spitalul Municipal Salonta Consiliul Local Salonta,D.C,Spitalul Municipal Salonta,Spitalul Municipal Salonta,orășenesc,https://spitalulsalonta.ro/,nu,nu,nu,,FALSE,"Salonta 415500, Romania",46.804885,21.6694099
211,Bihor,Spitalul Orasenesc Alesd Consiliul Local Alesd,D.C,Spitalul Orășenesc Aleșd,Spitalul Orășenesc Aleșd,orășenesc,http://www.spitalalesd.ro/,nu,https://www.facebook.com/spitalalesd/,https://www.facebook.com/photo.php?fbid=2803329153086954&set=a.980692865350601&type=3&theater,,TRUE,"Strada 1 Decembrie NR 3, Aleșd 415100, Romania",47.0600767,22.3938906
347,Bihor,Spitalul de Psihiatrie Nucet Consiliul Judetean Bihor,D.C,Spitalul de Psihiatrie Nucet,Spitalul de Psihiatrie Nucet,specialitate,http://www.spnucet.ro/,nu,https://www.facebook.com/spnucet/,nu,,FALSE,"Str. Pescarusului, 5, Nucet, Bihor, 415400, Nucet 417419, Romania",46.4878797,22.5524201
374,Bihor,Spitalul Orasenesc Stei,D.C,Spitalul Orășenesc Stei,Spitalul Orășenesc Stei,orășenesc,https://spitalstei.ro/,nu,https://www.facebook.com/Spitalul-Orasenesc-Stei-1660985674211111/,nu,,FALSE,"Strada Cuza Vodă 5, Ștei 415600, Romania",46.5352324,22.458517
40,Bistrita Nasaud,Spitalul Judetean de Urgenta Bistrita Consiliul Judetean Bistrita Nasaud,D.C,Spitalul Județean de Urgență Bistrița Năsăud,Spitalul Județean de Urgență Bistrița Năsăud,județean,https://sjub.ro/,https://sjub.ro/administrativ/donatii-si-sponsorizari/,https://www.facebook.com/spital.bistrita/,https://www.facebook.com/spital.bistrita/photos/a.573064909414928/2834673119920751/?type=3&theater,,TRUE,"Bulevardul General Grigore Bălan 43, Bistrița 420094, Romania",47.1399489,24.5063676
216,Bistrita Nasaud,Spitalul Orasenesc Dr. George Trifon Nasaud Consiliul Local Nasaud,D.C,Spitalul Orășenesc Dr. George Trifon Năsăud,Spitalul Orășenesc Dr. George Trifon Năsăud,orășenesc,http://www.spitalnasaud.ro/news.php,nu,https://www.facebook.com/spitalnasaud/,"share pe pagina spitalului
 https://www.facebook.com/PrimariaNasaud/posts/3183200168369168",https://timponline.ro/spitalul-orasenesc-nasaud-are-nevoie-de-aparatura-la-sectia-ati-de-15-milioane-de-lei/,TRUE,"Strada Tudor Vladimirescu nr. 1, Nasaud 425200, Romania",47.2836382,24.4093889
287,Bistrita Nasaud,Preventoriul TBC Ilisua Consiliul Local Uriu,D.C,Preventoriul TBC Ilișua,Preventoriul TBC Ilișua,altceva,https://preventoriulilisua.bistrita.ro/,nu,https://www.facebook.com/PreventoriulTbcIlisua/,nu,,FALSE,,,
361,Bistrita Nasaud,Spitalul Orasenesc Beclean Consiliul Local Beclean,D.C,Spitalul Orășenesc Beclean,Spitalul Orășenesc Beclean,orășenesc,http://www.spitalbeclean.ro/WEBSITE/,nu,https://www.facebook.com/Spitalul-orasenesc-Beclean-172606123318176/,au shareuit postarea: https://www.facebook.com/groups/266648076830500/permalink/1460786747416621,https://www.facebook.com/groups/266648076830500/permalink/1460786747416621,TRUE,"DN17 65, Beclean 425100, Romania",47.1830664,24.1857659
72,Botosani,Spitalul Judetean de Urgenta Mavromati Botosani Consiliul Judetean Botosani,D.C,Spitalul Județean de Urgență Mavromati Botoșani,Spitalul Județean de Urgență Mavromati Botoșani,județean,https://www.spitalulmavromati.ro/,nu,nu,nu,https://www.facebook.com/impreuna.botosani/photos/a.108086557504141/108086460837484/?type=3&theater,FALSE,"Strada Arhimandrit Marchian Nr. 11, Botoșani 710221, Romania",47.7408816,26.6613642
182,Botosani,Spitalul Municipal Dorohoi Consiliul Local Dorohoi,D.C,Spitalul Municipal Dorohoi,Spitalul Municipal Dorohoi,orășenesc,https://spitaldorohoi.ro/,nu,nu,nu,exista o postare unde se pare ca stau cam prost cu echipamentele https://www.facebook.com/photo.php?fbid=3068768259842811&set=a.382287348490929&type=3&theater,FALSE,"Bulevardul Victoriei 75, Dorohoi 715200, Romania",47.9462647,26.4037097
292,Botosani,Sanatoriul de Neuropsihiatrie Podriga Consiliul Judetean Botosani,D.C,Sanatoriul de Neuropsihiatrie Podriga,Sanatoriul de Neuropsihiatrie Podriga,specialitate,http://www.spitale.botosani.ro/podriga/,nu,nu,nu,,FALSE,"DJ282, Podriga 717141, Romania",48.0038071,26.8288856
317,Botosani,Spitalul de Pneumoftiziologie Botosani Consiliul Local Botosani,D.C,Spitalul de Pneumoftiziologie Botoșani,Spitalul de Pneumoftiziologie Botoșani,specialitate,http://www.pneumobt.ro/,nu,nu,nu,,FALSE,"Strada Trandafirilor Strada Trandafirilor, nr. 24, Botoșani 710202, Romania",47.73475,26.6643529
360,Botosani,Spitalul de Recuperare Sf. Gheorghe Botosani Consiliul Local Botosani,D.C,Spitalul de Recuperare Sf.Gheorghe Botoșani,Spitalul de Recuperare Sf.Gheorghe Botoșani,specialitate,http://www.spitalbt-sfgheorghe.ro/,nu,nu,nu,,FALSE,"Calea Națională 2, Botoșani 710010, Romania",47.752803,26.6365043
63,Braila,Spitalul de Urgenta Judetean Braila Consiliul Judetean Braila,D.C,Spitalul de Urgență Județean Brăila,Spitalul de Urgență Județean Brăila,județean,http://www.spitalbraila.ro/,nu,nu,nu,http://debraila.ro/spitalul-judetean-apel-catre-braileni-doneaza-produse-spitalul-are-nevoie-de-pijamale-camasi-de-noapte-sapun-lichid-role-hartie-solutii-curatat-geamuri-hartie-xerox-cizme-de-cauciuc-si-manusi/?fbclid=IwAR2ORwKN5omdMfPY3yru77eUvfEDJYLoI2kS02eaudTU9V5KOa9YSBslyAw,FALSE,"Șoseaua Buzăului 2, Brăila, Romania",45.2527766,27.9409124
270,Braila,Spitalul Orasenesc Faurei Consiliul Local Faurei,D.C,Spitalul Orășenesc Făurei,Spitalul Orășenesc Făurei,orășenesc,http://spitalfaurei.ro/,nu,https://www.facebook.com/Spitalul-F%C4%83urei-453979548028259/,nu,,FALSE,"Strada Păcii 6, Făurei 815100, Romania",45.0850041,27.2742825
318,Braila,Spitalul de Pneumoftiziologie Braila Consiliul Judetean Braila,D.C,Spitalul de Pneumoftiziologie Brăila,Spitalul de Pneumoftiziologie Brăila,specialitate,https://www.spitalultbcbr.ro/,nu,https://www.facebook.com/spitaltbcbraila/,nu,,FALSE,"Strada Radu S. Campiniu 25, Brăila, Romania",45.2697834,27.9695761
353,Braila,Spitalul de Psihiatrie Sf. Pantelimon Braila Consiliul Local Braila,D.C,Spitalul de Psihiatrie Sf.Pantelimon Brălia,Spitalul de Psihiatrie Sf.Pantelimon Brălia,specialitate,https://www.spitalpsihiatriebraila.ro/,nu,https://www.facebook.com/spitalpsihiatriesfpantelimonbraila?,nu,,FALSE,"Calea Călărașilor 59, Brăila 810209, Romania",45.2603928,27.9664179
21,Brasov,Spitalul Clinic de Copii Brasov Consiliul Judetean Brasov,D.C,Spitalul Clinic de Copii Brașov,Spitalul Clinic de Copii Brașov,specialitate,http://www.spitalcopiibrasov.ro/,nu,https://www.facebook.com/spitalcopiibrasov/,nu,,FALSE,"Strada Nicopole 45, Brașov 500063, Romania",45.6568234,25.586903
30,Brasov,Spitalul Clinic Judetean de Urgenta Brasov Consiliul Judetean Brasov,D.C,Spitalul Clinic Județean de Urgenta Brașov,Spitalul Clinic Județean de Urgenta Brașov,județean,http://www.hospbv.ro/,"Nu, doar anunturi cu privire la masurile luate in aceasta perioada",https://www.facebook.com/maternitateabrasov,Nu,,TRUE,"Calea București 25, Brașov 500326, Romania",45.6485945,25.6205778
96,Brasov,Spitalul Clinic de Obstetrica-Ginecologie Brasov Consiliul Judetean Brasov,D.C,Spitalul Clinic de Obstetrica Ginecologie Brașov,Spitalul Clinic de Obstetrica Ginecologie Brașov,specialitate,https://www.maternitatea.ro/ro/,"Nu, doar anunt cu privire la masurile de protectie in aceasta perioada",https://www.facebook.com/maternitateabrasov,Nu,"Pacienta cu virus confirmata, transferata apoi la BI Brasov. Link fb: https://www.facebook.com/maternitateabrasov/posts/2531178383765410?__xts__[0]=68.ARAu7Txh0auIXCdHDaSBgLVrLSQU5C8sYeLmqcvl0-KrasARmPGLTMXkrg1glr6NvCiCB6aU2IAAHns2epKk8u_EoZYbQxuw7cyNZxNQlstvwyq9NNJUgeluMDC8ym0lR4t8JHAPjWpCl2En4I3riPSPrm1FAf8ynPpDIblw1WkmoagSFOaVNJxhP6ohr5sTR0TlSfckQiLURHT572hBXA8qxL5UvEFEFHQy6dHcpKvnrCaARfTaxzyW8Esc5yl0cmbsJ8kHHla_3dpxVvjEUJK3IqJ6vWDTyi5RRzLKugb2JA_msgw01huNjmVOMaEvCFJvkgWvOcFO-gqZGjuRXZMj&__tn__=-R",TRUE,"Strada George Barițiu 36, Brașov 500025, Romania",45.6406742,25.5850168
114,Brasov,Spitalul de Boli Infectioase Brasov Consiliul Judetean Brasov,D.C,Spitalul de Boli Infecțioase Brașov,Spitalul de Boli Infecțioase Brașov,specialitate,http://www.sbibrasov.ro/,Nu,https://www.facebook.com/pages/Spital-Boli-Infectioase/1479577582080594,," - Spitalul de Boli Infecțioase din Brașov nu mai face teste pentru coronavirus de două zile, deși este între puținele centre din România capabile să confirme infectarea prin investigații de laborator, conform dela0.ro. Link: https://beta.dela0.ro/starea-de-neglijenta-statul-sustine-ca-are-zece-mii-de-teste-pentru-coronavirus-un-spital-din-brasov-nu-testeaza-insa-pe-nimeni-de-48-de-ore/ 
- Managerul spitalului a demisionat. Link:https://www.digi24.ro/stiri/actualitate/sanatate/managerul-spitalului-de-boli-infectioase-brasov-a-demisionat-1274768",TRUE,"Strada Mihai Viteazul 9, Brașov 500174, Romania",45.6566649,25.5975575
115,Brasov,Spitalul de Psihiatrie si Neurologie Brasov Consiliul Judetean Brasov,D.C,Spitalul de Psihiatrie si Neurologie Brașov,Spitalul de Psihiatrie si Neurologie Brașov,specialitate,https://scpnbv.ro/,Nu,https://www.facebook.com/pages/Spitalul-De-Neurologie-Si-Psihiatrie-Brasov/300506123395026,Nu,"Medici de la Spitalul de Neurologie Braşov: Vom refuza să tratăm pacienţi Covid 19. Link: https://bzb.ro/stire/medici-de-la-spitalul-de-neurologie-brasov-vom-refuza-sa-tratam-pacienti-covid-19-a149146
- Spitalul de Psihiatrie şi Neurologie ar putea fi eliberat în caz de criză pentru a fi transformat în unitate de tratare a pacienţilor cu COVID - 19. Link: https://bzb.ro/stire/spitalul-judetean-brasov-va-fi-tinut-in-afara-zonei-de-contaminare-covid-19-a148935",FALSE,"Strada Prundului 7-9, Brașov 500123, Romania",45.6379828,25.5849024
183,Brasov,Spitalul Municipal Dr. Aurel Tulbure Fagaras Consiliul Local Fagaras,D.C,Spitalul Municipal Dr. Aurel Tulbure Fagaras,Spitalul Municipal Dr. Aurel Tulbure Fagaras,orășenesc,http://www.spitalulfagaras.ro/info.html,Nu,https://www.facebook.com/pages/Spitalul-Municipal-Doctor-Aurel-Tulbure/350643595023858,Nu,BRD a donat 36.000 de euro pentru dotarea spitalului din Fagaras cu echipamente necesare luptei cu virusul. Link: https://business24.ro/brd/stiri-brd/brd-doneaza-36-000-de-euro-pentru-dotarea-spitalului-din-fagaras-cu-echipamente-necesare-luptei-cu-virusul-1610489,FALSE,"Strada Ghioceilor nr. 1, Făgăraș 505200, Romania",45.8408005,24.9581956
269,Brasov,Spitalul Orasenesc Dr. C.T. Sparchez Zarnesti Consiliul Local Zarnesti,D.C,Spitalul Orășenesc Dr. C.T. Sparchez Zarnesti,Spitalul Orășenesc Dr. C.T. Sparchez Zarnesti,orășenesc,http://www.spitalcts.ro/,Nu,https://www.facebook.com/pages/Spitalul-dr-Caius-Tiberiu-Sparchez/548241278572564,Nu,Maurer Imobiliare a donat un container de izolare catre acest spital. Link: https://www.forbes.ro/coronavirus-romaniamaurer-imobiliare-sprijina-spitalele-din-brasov-cu-containere-156345,FALSE,,,
277,Brasov,Spitalul Orasenesc Rupea Consiliul Local Rupea,D.C,Spitalul Orășenesc Rupea,Spitalul Orășenesc Rupea,orășenesc,https://www.spitalrupea.ro/,Nu, - ,Nu, - ,FALSE,"Strada Republicii 128, Rupea 505500, Romania",46.0378676,25.2211125
293,Brasov,Sanatoriul de Nevroze Predeal,D.C,Sanatoriul de Nevroze Predeal,Sanatoriul de Nevroze Predeal,specialitate,https://www.nevroze-predeal.ro/,Nu,https://www.facebook.com/sanatoriulnevrozepredeal/,Nu, - ,FALSE,"Strada Valea Râșnoavei, Predeal 505300, Romania",45.497112,25.538148
319,Brasov,Spitalul de Pneumoftiziologie Brasov Consiliul Judetean Brasov,D.C,Spitalul de Pneumoftiziologie Brașov,Spitalul de Pneumoftiziologie Brașov,specialitate,https://pneumologie.ro/brasov/,Nu, - , - ," - Un medic, trei asistente și trei infirmiere de la Spitalul Clinic de Pneumoftiziologie au luat contact cu o pacientă care ulterior a fost confirmată ulterior cu infecție cu CoVID-19. Link: https://brasovmetropolitan.ro/2020/03/7-angajati-de-la-spitalul-de-pneumoftiziologie-brasov-au-intrat-in-contact-cu-o-pacienta-cu-covid-19-dsp-a-considerat-ca-nu-este-cazul-sa-fie-testati/?fbclid=IwAR3VYy25pIB6zaqPpqsnErRvOZPxheAB1KwMkp20TzbK0TYbZcw2hbJwHd4
 - Un container de izolare a fost donat de catre Maurer Imobiliare catre acest spital: https://www.forbes.ro/coronavirus-romaniamaurer-imobiliare-sprijina-spitalele-din-brasov-cu-containere-156345",TRUE,"Aleea Dealul Spirii 12, Brașov 500118, Romania",45.6429853,25.5738108
371,Brasov,Spitalul Municipal Codlea Consiliul Local Codlea,D.C,Spitalul Municipal Codlea,Spitalul Municipal Codlea,orășenesc,https://www.spitalulcodlea.ro/,Nu,https://www.facebook.com/pages/Spitalul-Codlea/479619728716553,Nu,"Au lansat de mai mult timp comanda de masti si manusi prin Primarie, inca nu au fost livrate. link articol: https://bzb.ro/stire/codlea-medicii-de-pe-o-zi-pe-alta-cu-mastile-de-protectie-anti-coronavirus-a149034",FALSE,"Strada 9 Mai, Codlea 505100, Romania",45.7026749,25.4472147
1,Bucuresti,Institutul de Urgenta pentru Boli Cardiovasculare prof. dr. C.C. Iliescu,TA,Institutul de Urgenţă pentru Boli Cardiovasculare,Institutul de Urgenţă pentru Boli Cardiovasculare,specialitate,http://www.cardioiliescu.ro/,Nu,https://www.facebook.com/pages/Institutul-De-Urgenta-Pentru-Boli-Cardiovasculare-Prof-Dr-CC-Iliescu/233006573455056,Nu,pagina neoficiala de Facebook,FALSE,"Institutul Clinic Fundeni, Șoseaua Fundeni 258, București 022328, Romania",44.4651479,26.1531586
